,message,label
1080,I said its okay. Sorry,ham
1081,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham
1082,Networking job is there.,ham
1083,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,ham
1084,Dont let studying stress you out. L8r.,ham
1085,That's y u haf 2 keep me busy...,ham
1086,No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham
1087,Which channel:-):-):):-).,spam
1088,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham
1089,Phony �350 award - Todays Voda numbers ending XXXX are selected to receive a �350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
1090,"We made it! Eta at taunton is 12:30 as planned, hope that���s still okday?! Good to see you! :-xx",ham
1091,I'm hungry buy smth home...,ham
1092,\HEY KATE,ham
1093,My drive can only be read. I need to write,ham
1094,"Just looked it up and addie goes back Monday, sucks to be her",ham
1095,Happy new year. Hope you are having a good semester,ham
1096,Esplanade lor. Where else...,ham
1097,Can you talk with me..,ham
1098,"Hmph. Go head, big baller.",ham
1099,Well its not like you actually called someone a punto. That woulda been worse.,ham
1100,"Nope. Since ayo travelled, he has forgotten his guy",ham
1101,You still around? Looking to pick up later,ham
1102,CDs 4u: Congratulations ur awarded �500 of CD gift vouchers or �125 gift guaranteed & Freeentry 2 �100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam
1103,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
1104,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham
1105,ILL B DOWN SOON,ham
1106,Oh k. . I will come tomorrow,ham
1107,Go fool dont cheat others ok,ham
1108,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham
1109,"By the way, 'rencontre' is to meet again. Mountains dont....",ham
1110,You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam
1111,U attend ur driving lesson how many times a wk n which day?,ham
1112,"Uncle G, just checking up on you. Do have a rewarding month",ham
1113,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,ham
1114,I think the other two still need to get cash but we can def be ready by 9,ham
1115,Hey gals...U all wanna meet 4 dinner at n��te? ,ham
1116,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
1117,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham
1118,Great! How is the office today?,ham
1119,"It's cool, we can last a little while. Getting more any time soon?",ham
1120,:-( sad puppy noise,ham
1121,Yes its possible but dint try. Pls dont tell to any one k,ham
1122,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
1123,Where you. What happen,ham
1124,I was gonna ask you lol but i think its at 7,ham
1125,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam
1126,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
1127,Go chase after her and run her over while she's crossing the street,ham
1128,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
1129,Is there coming friday is leave for pongal?do you get any news from your work place.,ham
1130,Hey... Very inconvenient for your sis a not huh?,ham
1131,Ok i vl..do u know i got adsense approved..,ham
1132,"* Was really good to see you the other day dudette, been missing you!",ham
1133,I want to go to perumbavoor,ham
1134,How many times i told in the stage all use to laugh. You not listen aha.,ham
1135,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,ham
1136,(You didn't hear it from me),ham
1137,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham
1138,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham
1139,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
1140,She ran off with a younger man. we will make pretty babies together :),ham
1141,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam
1142,O ic lol. Should play 9 doors sometime yo,ham
1143,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",ham
1144,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
1145,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham
1146,Hmmm.still we dont have opener?,ham
1147,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
1148,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",ham
1149,I will vote for wherever my heart guides me,ham
1150,With my sis lor... We juz watched italian job.,ham
1151,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham
1152,Lmao you know me so well...,ham
1153,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
1154,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,ham
1155,Goodnight da thangam I really miss u dear.,ham
1156,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,ham
1157,"Geeeee ... Your internet is really bad today, eh ?",ham
1158,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
1159,I think i am disturbing her da,ham
1160,"Sorry, I'll call you  later. I am in meeting sir.",ham
1161,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham
1162,Ok i also wan 2 watch e 9 pm show...,ham
1163,I dunno lei... Like dun haf...,ham
1164,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham
1165,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,ham
1166,83039 62735=�450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
1167,Talk to g and x about that,ham
1168,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),ham
1169,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
1170,As in different styles?,ham
1171,WIN a �200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 �1.50perweeksub.,spam
1172,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham
1173,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
1174,"This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921",spam
1175,"Well, i'm glad you didn't find it totally disagreeable ... Lol",ham
1176,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
1177,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
1178,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
1179,\Keep ur problems in ur heart,ham
1180,"Yeah, give me a call if you've got a minute",ham
1181,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS �� FUCKINNICE!SELFISH,spam
1182,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),ham
1183,Aiya we discuss later lar... Pick �_ up at 4 is it?,ham
1184,Hey happy birthday...,ham
1185,Sorry i missed your call. Can you please call back.,ham
1186,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham
1187,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham
1188,I wont do anything de.,ham
1189,What type of stuff do you sing?,ham
1190,"St andre, virgil's cream",ham
1191,No no. I will check all rooms befor activities,ham
1192,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham
1193,Gokila is talking with you aha:),ham
1194,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",spam
1195,K.k.this month kotees birthday know?,ham
1196,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,ham
1197,Sorry about that this is my mates phone and i didnt write it love Kate,ham
1198,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam
1199,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
1200,"Aight, call me once you're close",ham
1201,Nope thats fine. I might have a nap tho! ,ham
1202,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
1203,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham
1204,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",ham
1205,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
1206,Ding me on ya break fassyole! Blacko from londn,ham
1207,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ham
1208,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
1209,Oh you got many responsibilities.,ham
1210,You have 1 new message. Please call 08715205273,spam
1211,I've reached sch already...,ham
1212,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
1213,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
1214,Argh why the fuck is nobody in town ;_;,ham
1215,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
1216,Thanks. Fills me with complete calm and reassurance! ,ham
1217,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,spam
1218,Are you driving or training?,ham
1219,Lol for real. She told my dad I have cancer,ham
1220,PRIVATE! Your 2003 Account Statement for 078,spam
1221,"Oops I did have it,  &lt;#&gt; ?",ham
1222,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",ham
1223,"Hi Chikku, send some nice msgs",ham
1224,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
1225,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",ham
1226,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham
1227,Cuz ibored. And don wanna study,ham
1228,Wot about on wed nite I am 3 then but only til 9!,ham
1229,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
1230,Any way where are you and what doing.,ham
1231,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham
1232,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham
1233,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
1234,Sday only joined.so training we started today:),ham
1235,Sorry * was at the grocers.,ham
1236,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham
1237,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",spam
1238,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,ham
1239,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
1240,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham
1241,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
1242,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham
1243,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
1244,I'm in office now da:)where are you?,ham
1245,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham
1246,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham
1247,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
1248,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham
1249,Pls call me da. What happen.,ham
1250,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham
1251,No problem with the renewal. I.ll do it right away but i dont know his details.,ham
1252,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham
1253,Haven't left yet so probably gonna be here til dinner,ham
1254,"Like  &lt;#&gt; , same question",ham
1255,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham
1256,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham
1257,K k:) sms chat with me.,ham
1258,I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
1259,No but the bluray player can,ham
1260,Ok... Then r we meeting later?,ham
1261,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham
1262,Just send a text. We'll skype later.,ham
1263,Ok leave no need to ask,ham
1264,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
1265,�� still got lessons?  �� in sch?,ham
1266,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham
1267,Oh did you charge camera,ham
1268,"I���ve got some salt, you can rub it in my open wounds if you like!",ham
1269,Now i'm going for lunch.,ham
1270,I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,ham
1271,Oh k. . I will come tomorrow,ham
1272,"Aight, text me tonight and we'll see what's up",ham
1273,U 2.,ham
1274,Water logging in desert. Geoenvironmental implications.,ham
1275,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
1276,Company is very good.environment is terrific and food is really nice:),ham
1277,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham
1278,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
1279,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",ham
1280,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham
1281,K sure am in my relatives home. Sms me de. Pls:-),ham
1282,I sent them. Do you like?,ham
1283,"Fuuuuck I need to stop sleepin, sup",ham
1284,I'm in town now so i'll jus take mrt down later.,ham
1285,I just cooked a rather nice salmon a la you,ham
1286,I uploaded mine to Facebook,ham
1287,WHAT TIME U WRKIN?,ham
1288,Okie,ham
1289,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
1290,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
1291,"Sorry, I'll call later",ham
1292,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham
1293,"It's wylie, you in tampa or sarasota?",ham
1294,Ok... Take ur time n enjoy ur dinner...,ham
1295,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham
1296,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spam
1297,I like cheap! But i���m happy to splash out on the wine if it makes you feel better..,ham
1298,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham
1299,Ugh my leg hurts. Musta overdid it on mon.,ham
1300,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam
1301,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",spam
1302,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
1303,Me fine..absolutly fine,ham
1304,How come she can get it? Should b quite diff to guess rite...,ham
1305,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
1306,I will reach ur home in  &lt;#&gt;  minutes,ham
1307,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham
1308,Hi.what you think about match?,ham
1309,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham
1310,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
1311,It is only yesterday true true.,ham
1312,K.k.how is your business now?,ham
1313,3 pa but not selected.,ham
1314,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
1315,I keep ten rs in my shelf:) buy two egg.,ham
1316,I am late. I will be there at,ham
1317,Well thats nice. Too bad i cant eat it,ham
1318,I accidentally brought em home in the box,ham
1319,Pls she needs to dat slowly or she will vomit more.,ham
1320,I have to take exam with in march 3,ham
1321,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham
1322,5 nights...We nt staying at port step liao...Too ex,ham
1323,If I die I want u to have all my stuffs.,ham
1324,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",ham
1325,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
1326,Prabha..i'm soryda..realy..frm heart i'm sory,ham
1327,I re-met alex nichols from middle school and it turns out he's dealing!,ham
1328,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam
1329,It means u could not keep ur words.,ham
1330,"Nope, I'm still in the market",ham
1331,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham
1332,YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
1333,Hey what how about your project. Started aha da.,ham
1334,Ok cool. See ya then.,ham
1335,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham
1336,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
1337,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam
1338,Yeah I can still give you a ride,ham
1339,"Jay wants to work out first, how's 4 sound?",ham
1340,"Gud gud..k, chikku tke care.. sleep well gud nyt",ham
1341,Its a part of checking IQ,ham
1342,Hmm thinking lor...,ham
1343,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
1344,thanks for the temales it was wonderful. Thank. Have a great week.,ham
1345,Thank you princess! I want to see your nice juicy booty...,ham
1346,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham
1347,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham
1348,U come n search tat vid..not finishd..,ham
1349,"K I'm leaving soon, be there a little after 9",ham
1350,Urgent! Please call 09061213237 from a landline. �5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,spam
1351,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham
1352,You do your studies alone without anyones help. If you cant no need to study.,ham
1353,Please tell me not all of my car keys are in your purse,ham
1354,I didnt get anything da,ham
1355,Ok... Sweet dreams...,ham
1356,Well she's in for a big surprise!,ham
1357,"As usual..iam fine, happy &amp; doing well..:)",ham
1358,1 in cbe. 2 in chennai.,ham
1359,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
1360,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
1361,I absolutely LOVE South Park! I only recently started watching the office.,ham
1362,Did you see that film:),ham
1363,Pls speak with me. I wont ask anything other then you friendship.,ham
1364,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
1365,Gud ni8.swt drms.take care,ham
1366,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham
1367,Anything lar then �_ not going home 4 dinner?,ham
1368,\ER,ham
1369,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
1370,Did u fix the teeth?if not do it asap.ok take care.,ham
1371,So u wan 2 come for our dinner tonight a not?,ham
1372,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
1373,Its too late:)but its k.wish you the same.,ham
1374,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham
1375,Oh yeah clearly it's my fault,ham
1376,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham
1377,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
1378,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
1379,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
1380,"Vikky, come around  &lt;TIME&gt; ..",ham
1381,"And how you will do that, princess? :)",ham
1382,I have gone into get info bt dont know what to do,ham
1383,"Yeah, probably here for a while",ham
1384,Sent me ur email id soon,ham
1385,"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
1386,I'm still pretty weak today .. Bad day ?,ham
1387,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
1388,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
1389,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,ham
1390,Dear where you. Call me,ham
1391,Xy trying smth now. U eat already? We havent...,ham
1392,Urgent! Please call 09061213237 from landline. �5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
1393,I donno its in your genes or something,ham
1394,XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,spam
1395,Alex says he's not ok with you not being ok with it,ham
1396,Are u coming to the funeral home,ham
1397,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham
1398,I.ll hand her my phone to chat wit u,ham
1399,Well good morning mr . Hows london treatin' ya treacle?,ham
1400,I can't make it tonight,ham
1401,At WHAT TIME should i come tomorrow,ham
1402,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
1403,"I can. But it will tell quite long, cos i haven't finish my film yet...",ham
1404,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
1405,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",ham
1406,Ill be at yours in about 3 mins but look out for me,ham
1407,What you did in  leave.,ham
1408,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham
1409,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham
1410,"yeah, that's what I was thinking",ham
1411,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,ham
1412,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,ham
1413,My sister going to earn more than me da.,ham
1414,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50,spam
1415,Hahaha..use your brain dear,ham
1416,Jus finish watching tv... U?,ham
1417,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham
1418,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham
1419,Kothi print out marandratha.,spam
1420,But we havent got da topic yet rite?,ham
1421,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham
1422,"Thanks, I'll keep that in mind",ham
1423,Aah bless! How's your arm?,ham
1424,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
1425,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham
1426,What makes you most happy?,ham
1427,Wishing you a wonderful week.,ham
1428,Sweet heart how are you?,ham
1429,"Sir, waiting for your letter.",ham
1430,Dude im no longer a pisces. Im an aquarius now.,ham
